Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Admission grade,Previous qualification (grade),Scholarship holder,Tuition fees up to date,Debtor,Age at enrollment,Gender,International,Previous qualification,Application mode,Daytime/evening attendance,Displaced,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Marital status,Application order,Course,1st_sem_success_rate,2nd_sem_success_rate,academic_potential,age_group,Target
4,11.5,3,11.0,123.3,132.0,0,1,0,21,0,0,1,17,1,1,6,13,6,10,1,3,9853,0.6666666666666666,0.5,127.65,21-25,Dropout
5,14.2,5,14.2,124.4,124.0,0,1,0,19,0,0,1,17,1,0,5,5,5,5,1,2,9670,1.0,1.0,124.2,17-20,Graduate
6,12.5,6,13.0,126.0,133.1,1,1,0,19,0,0,1,17,1,0,6,6,6,7,1,1,9773,1.0,1.0,129.55,17-20,Graduate
0,7.399999999999999,0,6.874999999999999,160.15000000000003,162.5,0,1,1,34,0,0,1,39,1,0,2,1,6,0,3,1,9003,0.0,0.0,161.32500000000002,30+,Enrolled
5,11.666666666666666,4,11.0,121.5,125.0,0,1,0,19,0,0,1,17,1,0,6,10,6,12,1,3,9238,0.8333333333333334,0.6666666666666666,123.25,17-20,Graduate
7,14.257142857142856,7,14.257142857142856,130.0,130.0,0,1,0,29,0,0,3,39,1,0,8,8,8,8,1,1,9500,0.875,0.875,130.0,26-30,Graduate
3,12.0,2,11.333333333333334,117.0,125.0,0,1,0,21,0,0,1,43,1,1,6,13,6,12,1,1,9238,0.5,0.3333333333333333,121.0,21-25,Dropout
4,11.25,4,10.5,130.0,130.0,0,1,0,28,0,0,1,39,1,1,5,13,5,11,1,1,9085,0.8,0.8,130.0,26-30,Enrolled
7,12.457142857142856,8,13.5625,108.0,133.1,0,1,0,20,0,0,1,17,1,0,7,8,8,8,1,2,9556,1.0,1.0,120.55,17-20,Graduate
6,11.683333333333332,6,11.683333333333332,132.3,131.0,0,1,0,19,0,0,1,17,1,1,7,7,7,7,1,1,9500,0.8571428571428571,0.8571428571428571,131.65,17-20,Graduate
3,11.666666666666666,5,12.0,148.0,150.0,0,1,0,26,0,0,1,42,0,0,6,10,6,8,1,1,8378,0.5,0.8333333333333334,149.0,26-30,Graduate
4,11.75,6,13.166666666666666,122.6,125.0,0,0,1,20,0,0,1,17,1,1,6,8,6,6,1,2,9254,0.6666666666666666,1.0,123.8,17-20,Dropout
3,11.666666666666666,4,13.5,123.0,131.0,1,1,0,18,0,0,1,1,1,1,5,6,5,6,1,1,9670,0.6,0.8,127.0,17-20,Enrolled
5,13.2,5,12.0,102.5,130.0,0,1,0,27,0,0,1,39,1,0,6,9,6,10,1,1,9853,0.8333333333333334,0.8333333333333334,116.25,26-30,Graduate
4,11.95,4,11.95,113.3,123.0,0,1,0,20,0,0,1,1,1,1,7,8,7,8,1,2,9500,0.5714285714285714,0.5714285714285714,118.15,17-20,Dropout
5,12.4,5,10.4,133.0,141.0,0,1,0,18,0,0,1,1,1,1,6,8,6,12,1,3,9853,0.8333333333333334,0.8333333333333334,137.0,17-20,Dropout
6,14.35,6,14.583333333333334,140.0,140.0,0,1,0,33,0,0,3,7,1,0,7,8,8,10,1,1,9500,0.8571428571428571,0.75,140.0,30+,Dropout
10,12.61904761904762,12,12.789473684210526,128.3,140.0,0,1,0,34,0,0,1,43,1,1,10,16,10,16,1,1,9853,1.0,1.2,134.15,30+,Graduate
6,12.666666666666666,6,13.166666666666666,140.0,140.0,1,1,0,26,0,0,39,44,0,0,6,7,6,7,1,1,9991,1.0,1.0,140.0,26-30,Enrolled
5,12.0,0,6.874999999999999,104.0,133.1,0,0,1,27,0,0,19,39,1,0,6,6,6,6,1,1,9773,0.8333333333333334,0.0,118.55,26-30,Dropout
6,12.166666666666666,0,6.874999999999999,122.3,131.0,0,0,0,19,0,0,1,18,1,1,6,6,6,6,1,3,9070,1.0,0.0,126.65,17-20,Dropout
0,7.399999999999999,0,6.874999999999999,135.0,143.0,0,1,0,20,0,0,1,17,1,0,6,0,6,0,1,2,9254,0.0,0.0,139.0,17-20,Dropout
3,10.0,3,10.571428571428571,119.1,132.0,0,0,1,20,0,0,1,18,1,1,5,9,5,9,1,2,9147,0.6,0.6,125.55,17-20,Dropout
8,11.5,4,10.0,126.6,143.0,0,0,1,21,0,0,1,43,1,0,10,16,6,12,1,1,9238,0.8,0.6666666666666666,134.8,21-25,Enrolled
6,13.05,6,13.05,129.0,141.0,1,1,0,18,0,0,1,17,1,1,7,7,7,7,1,3,9500,0.8571428571428571,0.8571428571428571,135.0,17-20,Graduate
2,11.0,0,6.874999999999999,160.15000000000003,133.1,0,1,0,24,0,0,1,39,1,1,6,10,6,6,1,1,9085,0.3333333333333333,0.0,146.625,21-25,Dropout
6,11.5,6,12.0,160.15000000000003,148.0,0,1,0,20,0,0,1,17,1,1,6,7,6,6,1,3,9070,1.0,1.0,154.07500000000002,17-20,Graduate
6,12.0,6,12.5,121.5,125.0,1,1,0,21,0,0,1,1,1,0,6,7,6,6,1,1,9254,1.0,1.0,123.25,21-25,Graduate
2,10.0,1,10.0,122.8,120.0,0,1,0,23,0,0,1,1,0,0,6,13,5,12,1,1,8378,0.3333333333333333,0.2,121.4,21-25,Enrolled
0,7.399999999999999,0,6.874999999999999,118.0,140.0,0,1,0,24,0,0,1,39,1,1,5,5,5,5,1,1,9147,0.0,0.0,129.0,21-25,Dropout
0,7.399999999999999,0,6.874999999999999,134.0,139.0,0,1,0,21,0,0,1,51,1,0,6,0,6,0,1,1,9853,0.0,0.0,136.5,21-25,Dropout
7,12.242857142857144,7,12.242857142857144,129.8,142.0,0,1,0,18,0,0,1,1,1,1,8,8,8,8,1,3,9500,0.875,0.875,135.9,17-20,Graduate
0,7.399999999999999,0,6.874999999999999,152.0,130.0,0,1,0,27,0,0,40,39,0,1,5,0,5,0,1,1,9991,0.0,0.0,141.0,26-30,Dropout
8,12.93375,8,12.93375,122.8,126.0,0,1,0,18,0,0,1,18,1,1,8,8,8,8,1,3,9500,1.0,1.0,124.4,17-20,Graduate
0,7.399999999999999,0,6.874999999999999,150.0,150.0,0,1,0,34,0,0,3,7,1,0,5,0,5,0,1,1,9119,0.0,0.0,150.0,30+,Dropout
7,12.571428571428571,7,14.428571428571429,131.8,130.0,0,1,0,18,0,0,1,1,1,0,7,9,7,8,1,1,9853,1.0,1.0,130.9,17-20,Graduate
3,11.816666666666668,3,11.333333333333334,105.9,120.0,0,1,0,34,0,0,1,39,1,0,3,4,3,3,1,1,9500,1.0,1.0,112.95,30+,Enrolled
4,13.75,4,14.333333333333334,132.1,138.0,0,1,0,19,0,0,1,1,1,1,5,9,5,13,1,1,9085,0.8,0.8,135.05,17-20,Graduate
6,11.166666666666666,6,11.333333333333334,127.4,127.0,0,1,0,20,0,0,1,1,1,1,6,8,6,6,1,3,9238,1.0,1.0,127.2,17-20,Graduate
7,12.324285714285711,7,12.324285714285711,129.5,140.0,0,1,0,18,0,0,1,1,1,1,8,8,8,8,1,3,9500,0.875,0.875,134.75,17-20,Graduate
6,12.166666666666666,6,11.714285714285714,126.7,130.0,0,1,1,21,0,0,39,44,1,0,6,6,6,7,1,1,9238,1.0,1.0,128.35,21-25,Graduate
5,11.142857142857142,4,11.25,116.5,128.0,1,1,0,18,0,0,1,17,1,0,6,11,6,11,1,2,9238,0.8333333333333334,0.6666666666666666,122.25,17-20,Graduate
4,11.0,4,10.75,119.1,132.0,0,1,0,18,0,0,1,1,1,1,6,9,6,9,1,1,9238,0.6666666666666666,0.6666666666666666,125.55,17-20,Graduate
7,12.914285714285713,7,12.914285714285713,126.5,149.0,0,1,0,18,0,0,1,1,1,1,8,8,8,8,1,2,9500,0.875,0.875,137.75,17-20,Graduate
6,13.833333333333334,6,14.166666666666666,149.8,155.0,1,1,0,18,0,0,1,1,1,1,6,6,6,6,1,3,9773,1.0,1.0,152.4,17-20,Graduate
6,13.857142857142858,5,13.4,115.1,120.0,0,1,0,19,0,0,1,1,1,1,6,8,6,9,1,1,9085,1.0,0.8333333333333334,117.55,17-20,Graduate
6,13.714285714285714,5,12.8,124.5,133.1,1,1,0,34,0,0,19,39,1,0,6,7,6,6,1,1,9254,1.0,0.8333333333333334,128.8,30+,Dropout
7,12.642857142857142,7,12.642857142857142,128.3,131.0,1,1,0,18,0,0,1,1,1,1,8,8,8,8,1,2,9500,0.875,0.875,129.65,17-20,Graduate
6,12.916666666666666,6,12.916666666666666,136.0,149.0,1,1,0,18,0,0,1,1,1,0,7,7,7,7,1,1,9500,0.8571428571428571,0.8571428571428571,142.5,17-20,Graduate
6,15.625,6,15.857142857142858,140.0,140.0,1,1,0,20,0,0,1,43,1,1,6,8,6,8,1,1,9130,1.0,1.0,140.0,17-20,Graduate
0,7.399999999999999,0,6.874999999999999,126.3,133.1,1,1,0,26,0,0,1,39,0,0,5,7,5,8,1,1,9991,0.0,0.0,129.7,26-30,Dropout
6,11.714285714285714,6,12.0,126.9,122.0,0,1,0,21,0,0,1,43,1,0,6,8,6,7,1,1,9773,1.0,1.0,124.45,21-25,Graduate
6,12.125,8,13.3125,145.0,130.0,0,1,0,25,0,0,40,39,1,0,7,10,8,9,1,1,9556,0.8571428571428571,1.0,137.5,21-25,Enrolled
5,11.6,5,11.6,115.8,121.0,1,1,0,19,0,0,1,18,1,1,5,7,5,5,1,1,9147,1.0,1.0,118.4,17-20,Graduate
1,10.0,0,6.874999999999999,100.0,120.0,0,1,0,24,0,0,1,39,0,1,6,11,6,6,1,1,8378,0.1666666666666666,0.0,110.0,21-25,Dropout
1,10.0,0,6.874999999999999,102.5,133.1,1,1,0,27,0,0,1,39,0,0,6,16,6,13,1,1,8378,0.1666666666666666,0.0,117.8,26-30,Dropout
0,7.399999999999999,2,13.5,131.5,121.0,0,1,0,21,0,0,1,17,1,0,5,10,5,9,1,1,9085,0.0,0.4,126.25,21-25,Dropout
4,13.0,3,12.333333333333334,147.0,133.0,1,1,0,18,0,0,1,1,1,0,5,7,5,8,1,1,9147,0.8,0.6,140.0,17-20,Graduate
6,13.333333333333334,6,14.5,122.5,134.0,1,1,0,19,0,0,1,1,1,0,6,6,6,6,2,3,9853,1.0,1.0,128.25,17-20,Graduate
4,11.25,2,12.5,117.5,115.0,0,1,0,18,0,0,1,1,1,1,6,9,6,13,1,3,9254,0.6666666666666666,0.3333333333333333,116.25,17-20,Dropout
5,13.85,7,12.19285714285714,150.0,127.0,1,1,0,19,0,0,1,51,1,0,7,9,8,9,1,1,9500,0.7142857142857143,0.875,138.5,17-20,Graduate
6,13.741666666666667,7,14.9125,127.5,135.0,1,1,0,19,0,0,1,18,1,1,7,8,8,9,1,1,9500,0.8571428571428571,0.875,131.25,17-20,Graduate
6,15.333333333333334,5,15.8,140.0,140.0,0,1,0,33,0,0,43,7,0,0,6,7,5,5,2,1,9991,1.0,1.0,140.0,30+,Graduate
5,11.0,5,13.8,130.0,130.0,0,1,0,34,0,0,3,7,1,0,5,6,5,5,2,1,9147,1.0,1.0,130.0,30+,Graduate
6,12.0,6,12.857142857142858,133.3,135.0,1,1,0,20,0,0,1,1,1,0,6,6,6,7,1,1,9238,1.0,1.0,134.15,17-20,Graduate
0,7.399999999999999,0,6.874999999999999,97.0,140.0,0,1,0,28,0,0,1,39,1,1,5,5,5,5,1,2,9670,0.0,0.0,118.5,26-30,Dropout
7,11.571428571428571,7,11.571428571428571,112.0,120.0,1,1,0,19,0,0,1,43,1,1,8,15,8,15,1,1,9500,0.875,0.875,116.0,17-20,Graduate
6,12.857142857142858,3,12.666666666666666,123.6,140.0,0,1,0,18,0,0,1,1,1,1,6,10,6,6,1,2,9254,1.0,0.5,131.8,17-20,Graduate
0,7.399999999999999,0,6.874999999999999,130.5,133.1,0,1,0,34,0,0,3,39,1,0,6,0,6,0,1,1,9254,0.0,0.0,131.8,30+,Dropout
5,13.0,5,13.2,133.3,135.0,0,1,0,19,0,0,1,1,1,0,5,5,5,5,1,2,9670,1.0,1.0,134.15,17-20,Graduate
5,11.0,5,12.0,132.1,123.0,1,1,0,21,0,0,1,1,1,0,6,9,6,8,1,1,9254,0.8333333333333334,0.8333333333333334,127.55,21-25,Graduate
3,12.0,1,15.0,100.0,133.1,0,1,0,21,0,0,1,1,1,0,5,12,5,12,1,1,9147,0.6,0.2,116.55,21-25,Dropout
5,12.6,6,13.0,140.4,154.0,1,1,0,22,0,0,1,1,1,0,6,6,6,6,1,1,9238,0.8333333333333334,1.0,147.2,21-25,Graduate
5,13.4,6,13.166666666666666,141.7,148.0,1,1,0,18,0,0,1,1,1,0,6,8,6,7,1,1,9853,0.8333333333333334,1.0,144.85,17-20,Graduate
6,11.333333333333334,6,11.571428571428571,119.7,133.0,1,1,0,18,0,0,1,17,1,0,6,9,6,9,1,2,9238,1.0,1.0,126.35,17-20,Graduate
4,13.5,4,14.25,122.5,126.0,0,0,0,25,0,0,1,1,1,1,5,14,5,10,1,1,9130,0.8,0.8,124.25,21-25,Dropout
3,11.75,3,10.333333333333334,140.0,133.1,0,0,1,24,0,0,19,39,1,0,6,11,6,14,1,1,9085,0.5,0.5,136.55,21-25,Dropout
6,12.471428571428572,7,11.4625,119.4,125.0,0,1,0,19,0,0,1,1,1,1,7,10,7,8,1,3,9500,0.8571428571428571,1.0,122.2,17-20,Enrolled
10,12.909090909090908,9,13.555555555555555,155.0,145.0,0,1,0,24,0,0,1,16,1,1,10,16,10,15,1,1,8378,1.0,0.9,150.0,21-25,Enrolled
5,11.6,5,13.6,119.1,118.0,1,1,0,20,0,0,1,1,1,1,5,5,5,5,1,2,9147,1.0,1.0,118.55,17-20,Graduate
0,7.399999999999999,0,6.874999999999999,122.7,120.0,0,0,0,25,0,0,1,39,1,0,5,5,5,9,1,1,9147,0.0,0.0,121.35,21-25,Dropout
9,12.9,10,12.363636363636363,117.9,127.0,1,1,0,20,0,0,1,1,1,0,10,13,10,12,1,1,9147,0.9,1.0,122.45,17-20,Graduate
8,13.22,8,13.22,130.0,130.0,0,1,0,23,0,0,3,7,1,0,8,8,8,8,1,1,9500,1.0,1.0,130.0,21-25,Graduate
7,13.151428571428571,7,13.151428571428571,120.0,129.0,1,1,0,19,0,0,1,17,1,1,8,8,8,8,1,3,9500,0.875,0.875,124.5,17-20,Graduate
3,12.75,3,11.333333333333334,130.0,130.0,0,0,1,29,0,0,39,44,1,0,6,13,6,8,1,1,9003,0.5,0.5,130.0,26-30,Dropout
6,11.333333333333334,4,12.25,116.8,121.0,0,1,0,21,0,0,1,1,1,1,6,8,6,8,1,3,9254,1.0,0.6666666666666666,118.9,21-25,Graduate
6,13.25,5,14.142857142857142,123.4,136.0,1,1,0,18,0,0,1,1,1,1,6,10,6,13,1,1,9670,1.0,0.8333333333333334,129.7,17-20,Graduate
5,12.4,5,12.4,125.4,125.0,0,1,0,19,0,0,1,1,1,1,6,7,6,6,1,3,9070,0.8333333333333334,0.8333333333333334,125.2,17-20,Enrolled
6,15.0,6,12.833333333333334,127.2,131.0,1,1,0,18,0,0,1,1,1,1,6,6,6,6,1,3,9773,1.0,1.0,129.1,17-20,Dropout
5,14.4,5,13.0,103.4,122.0,0,1,0,19,0,0,1,1,1,0,5,6,5,6,1,1,9085,1.0,1.0,112.7,17-20,Graduate
1,11.0,0,6.874999999999999,123.2,127.0,0,1,0,18,0,0,1,1,1,1,6,12,6,12,1,1,9773,0.1666666666666666,0.0,125.1,17-20,Enrolled
5,12.4,5,10.8,124.1,136.0,0,1,0,18,0,0,1,17,1,0,5,8,5,6,1,1,9147,1.0,1.0,130.05,17-20,Graduate
1,16.0,0,6.874999999999999,99.5,133.1,1,0,1,34,0,0,19,39,1,1,7,13,7,12,2,1,9556,0.1428571428571428,0.0,116.3,30+,Dropout
5,13.571428571428571,5,12.333333333333334,124.9,127.0,0,1,0,29,0,0,40,17,0,0,5,10,5,14,1,1,9991,1.0,1.0,125.95,26-30,Graduate
6,11.833333333333334,6,12.5,110.8,116.0,0,1,0,18,0,0,1,17,1,0,6,6,6,6,1,3,9070,1.0,1.0,113.4,17-20,Enrolled
5,11.666666666666666,5,12.666666666666666,118.9,121.0,1,1,0,19,0,0,1,1,1,1,6,8,6,9,1,1,9238,0.8333333333333334,0.8333333333333334,119.95,17-20,Graduate
6,11.833333333333334,2,13.0,118.8,124.0,0,0,1,22,0,0,1,43,1,1,10,16,7,8,1,1,9238,0.6,0.2857142857142857,121.4,21-25,Dropout
6,11.166666666666666,5,10.6,137.0,131.0,1,1,0,20,0,0,1,1,1,0,6,8,6,10,1,1,9254,1.0,0.8333333333333334,134.0,17-20,Graduate
0,7.399999999999999,0,6.874999999999999,100.0,102.5,0,1,0,34,0,0,1,39,0,0,6,0,6,0,1,1,8378,0.0,0.0,101.25,30+,Dropout
8,11.75,6,12.166666666666666,120.0,130.0,0,0,1,30,0,0,1,43,1,0,10,16,10,16,1,1,9119,0.8,0.6,125.0,26-30,Dropout
6,14.0,6,14.0,122.8,135.0,0,1,0,18,0,0,1,1,1,0,6,7,6,7,1,1,9238,1.0,1.0,128.9,17-20,Graduate
6,12.833333333333334,6,12.0,121.6,130.0,0,1,0,18,0,0,1,1,1,0,6,6,6,6,1,1,9238,1.0,1.0,125.8,17-20,Graduate
4,12.25,3,11.666666666666666,149.2,146.0,0,1,0,18,0,0,1,1,1,1,6,11,6,10,1,2,9773,0.6666666666666666,0.5,147.6,17-20,Graduate
7,14.828571428571427,7,14.828571428571427,140.0,146.0,0,1,0,18,0,0,1,17,1,1,8,8,8,8,1,3,9500,0.875,0.875,143.0,17-20,Graduate
5,11.4,5,12.8,133.4,154.0,1,1,0,19,0,0,1,1,1,1,6,7,6,8,1,2,9773,0.8333333333333334,0.8333333333333334,143.7,17-20,Graduate
6,13.0,6,12.5,126.2,137.0,1,1,0,19,0,0,1,1,1,1,6,6,6,8,1,1,9070,1.0,1.0,131.6,17-20,Graduate
7,13.671428571428573,7,13.671428571428573,127.8,151.0,1,1,0,18,0,0,1,1,1,0,8,8,8,8,1,3,9500,0.875,0.875,139.4,17-20,Graduate
6,12.666666666666666,5,12.8,150.0,150.0,1,1,0,21,0,0,39,44,1,0,6,9,6,8,1,1,9003,1.0,0.8333333333333334,150.0,21-25,Graduate
2,10.0,1,13.0,113.7,121.0,0,0,0,20,0,0,1,1,1,1,5,10,5,12,1,2,9147,0.4,0.2,117.35,17-20,Dropout
5,13.5,5,12.333333333333334,117.8,122.0,0,1,0,20,0,0,1,17,1,1,5,10,5,8,1,1,9147,1.0,1.0,119.9,17-20,Graduate
7,12.67,8,13.55,136.7,143.0,0,1,0,19,0,0,1,1,1,0,7,8,8,8,1,1,9500,1.0,1.0,139.85,17-20,Graduate
6,14.5,6,15.428571428571429,144.7,152.0,0,1,0,20,0,0,1,1,1,0,6,8,6,7,1,1,9238,1.0,1.0,148.35,17-20,Graduate
7,13.685714285714283,8,15.3875,139.8,145.0,0,1,0,18,0,0,1,17,1,1,7,7,8,8,1,3,9500,1.0,1.0,142.4,17-20,Graduate
5,11.0,3,10.666666666666666,113.7,120.0,0,1,0,20,0,0,1,42,1,0,6,8,6,10,1,1,9853,0.8333333333333334,0.5,116.85,17-20,Dropout
7,11.555555555555555,5,13.2,140.0,140.0,0,0,1,29,0,0,3,7,1,0,9,16,7,12,2,1,9130,0.7777777777777778,0.7142857142857143,140.0,26-30,Dropout
7,13.79714285714286,8,13.775,142.3,143.0,1,1,0,18,0,0,1,1,1,0,7,7,8,8,1,1,9500,1.0,1.0,142.65,17-20,Enrolled
7,14.00375,7,13.812857142857142,119.6,129.0,1,1,0,20,0,0,1,1,1,1,7,8,8,11,1,1,9500,1.0,0.875,124.3,17-20,Graduate
4,12.0,4,11.4,123.7,139.0,1,1,0,22,0,0,1,16,1,1,5,8,5,8,1,2,9147,0.8,0.8,131.35,21-25,Graduate
5,14.166666666666666,6,14.166666666666666,143.0,133.1,1,1,0,34,0,0,1,1,0,1,6,9,6,7,4,1,8378,0.8333333333333334,1.0,138.05,30+,Graduate
5,14.0,5,13.8,100.1,127.0,0,1,0,31,0,0,1,51,0,0,5,5,5,5,2,1,9991,1.0,1.0,113.55,30+,Graduate
5,13.8,6,12.833333333333334,119.4,126.0,1,1,0,21,0,0,1,1,1,0,6,7,6,6,1,1,9070,0.8333333333333334,1.0,122.7,21-25,Graduate
5,12.8,6,11.857142857142858,122.1,128.0,0,1,0,21,0,0,1,1,0,0,6,8,6,10,1,1,8378,0.8333333333333334,1.0,125.05,21-25,Graduate
6,12.166666666666666,6,13.833333333333334,100.0,102.5,0,1,0,24,0,0,12,39,1,0,6,6,6,6,2,1,9773,1.0,1.0,101.25,21-25,Graduate
6,12.5,6,12.333333333333334,113.9,123.0,0,1,0,18,0,0,1,17,1,0,6,8,6,6,1,1,9070,1.0,1.0,118.45,17-20,Enrolled
4,12.0,4,11.5,101.0,162.5,0,1,0,32,0,0,15,39,0,0,6,9,6,12,1,1,8378,0.6666666666666666,0.6666666666666666,131.75,30+,Graduate
6,10.833333333333334,6,11.5,111.8,117.0,1,1,0,19,0,0,1,18,0,1,6,8,6,9,1,2,8378,1.0,1.0,114.4,17-20,Graduate
8,13.385,8,13.385,140.0,140.0,0,1,0,24,0,0,1,39,1,1,8,8,8,8,1,1,9500,1.0,1.0,140.0,21-25,Graduate
6,15.666666666666666,6,14.5,124.4,123.0,0,1,0,19,0,0,1,17,1,1,6,14,6,9,1,3,9085,1.0,1.0,123.7,17-20,Graduate
6,14.333333333333334,6,13.833333333333334,150.0,150.0,1,1,1,19,0,0,39,44,1,0,6,9,6,7,1,1,9003,1.0,1.0,150.0,17-20,Graduate
6,11.428571428571429,5,13.0,140.0,140.0,0,1,0,24,0,0,39,44,1,0,6,10,6,12,1,1,9003,1.0,0.8333333333333334,140.0,21-25,Enrolled
6,11.666666666666666,6,11.666666666666666,116.0,123.0,1,1,0,18,0,0,1,17,1,1,6,9,6,8,1,3,9238,1.0,1.0,119.5,17-20,Graduate
5,12.0,2,11.333333333333334,135.6,130.0,1,1,0,19,0,0,1,1,1,1,6,9,6,10,1,1,9070,0.8333333333333334,0.3333333333333333,132.8,17-20,Dropout
7,14.725714285714288,7,14.725714285714288,121.0,137.0,1,1,0,19,0,0,1,1,1,0,8,8,8,8,2,1,9500,0.875,0.875,129.0,17-20,Graduate
6,14.166666666666666,6,13.666666666666666,118.7,126.0,1,1,0,18,0,0,1,17,1,1,6,6,6,6,1,2,9773,1.0,1.0,122.35,17-20,Graduate
6,11.571428571428571,6,12.333333333333334,125.7,125.0,0,1,0,18,0,0,1,1,1,1,6,10,6,8,1,1,9238,1.0,1.0,125.35,17-20,Graduate
7,12.5,8,13.1375,107.1,112.0,0,1,0,20,0,0,1,17,1,1,7,7,8,8,1,3,9556,1.0,1.0,109.55,17-20,Graduate
8,12.86,8,12.86,125.5,141.0,0,1,0,18,0,0,1,1,1,0,8,10,8,10,1,1,9500,1.0,1.0,133.25,17-20,Graduate
6,12.25,6,13.714285714285714,127.0,135.0,0,1,0,18,0,0,1,17,1,1,6,10,6,9,1,3,9670,1.0,1.0,131.0,17-20,Graduate
4,12.0,5,12.2,113.5,117.0,1,1,0,21,0,0,1,1,1,1,5,7,5,5,1,2,9085,0.8,1.0,115.25,21-25,Graduate
7,15.116666666666667,8,16.168888888888887,154.4,160.0,1,1,0,18,0,0,1,1,1,0,7,9,8,9,1,1,9500,1.0,1.0,157.2,17-20,Graduate
2,12.5,4,10.25,122.0,136.0,0,0,1,18,0,0,1,51,1,0,5,6,5,6,1,1,9670,0.4,0.8,129.0,17-20,Dropout
0,7.399999999999999,0,6.874999999999999,128.0,143.0,0,1,0,19,0,0,1,17,1,1,6,11,6,0,1,2,9238,0.0,0.0,135.5,17-20,Dropout
4,11.0,4,11.0,115.5,119.0,0,1,0,19,0,0,1,1,1,1,6,8,6,9,1,1,9670,0.6666666666666666,0.6666666666666666,117.25,17-20,Enrolled
6,11.875,4,14.6,117.2,120.0,0,1,0,18,0,0,1,17,1,1,6,8,6,11,1,3,9670,1.0,0.6666666666666666,118.6,17-20,Graduate
1,11.0,0,6.874999999999999,150.0,150.0,0,1,0,34,0,0,3,39,1,1,5,6,5,5,1,1,9130,0.2,0.0,150.0,30+,Dropout
5,15.2,5,13.2,155.3,142.0,0,1,0,19,0,0,1,1,1,0,5,5,5,6,1,3,9085,1.0,1.0,148.65,17-20,Graduate
5,11.6,2,11.0,120.0,120.0,0,0,1,19,0,0,39,44,1,1,6,7,6,12,1,1,9130,0.8333333333333334,0.3333333333333333,120.0,17-20,Dropout
6,14.833333333333334,6,15.142857142857142,116.1,160.0,0,1,1,26,0,0,1,51,1,0,6,6,6,7,1,1,9238,1.0,1.0,138.05,26-30,Graduate
3,11.333333333333334,3,11.333333333333334,118.9,133.1,0,1,0,21,0,0,1,17,1,1,6,12,6,10,1,1,9853,0.5,0.5,126.0,21-25,Dropout
5,11.2,5,11.8,127.3,142.0,1,1,0,18,0,0,1,17,1,0,5,5,5,5,1,2,9147,1.0,1.0,134.65,17-20,Graduate
5,13.4,5,13.666666666666666,113.7,121.0,1,1,0,20,0,0,1,17,1,1,6,8,6,9,1,3,9853,0.8333333333333334,0.8333333333333334,117.35,17-20,Graduate
2,10.5,0,6.874999999999999,118.5,135.0,0,1,0,25,0,0,1,51,1,0,5,12,5,5,1,1,9147,0.4,0.0,126.75,21-25,Dropout
5,16.2,5,16.4,146.7,153.0,0,1,0,18,0,0,1,1,1,0,5,5,5,5,1,1,9147,1.0,1.0,149.85,17-20,Graduate
7,14.542857142857144,8,14.88181818181818,124.3,140.0,1,1,0,18,0,0,1,1,1,1,7,7,8,11,1,1,9500,1.0,1.0,132.15,17-20,Graduate
7,13.694285714285714,8,14.355555555555554,137.8,152.0,0,1,0,19,0,0,1,1,1,0,7,7,8,9,1,1,9500,1.0,1.0,144.9,17-20,Graduate
6,11.285714285714286,6,11.857142857142858,130.2,120.0,1,1,0,18,0,0,1,1,1,0,6,8,6,10,1,1,9238,1.0,1.0,125.1,17-20,Graduate
6,11.757142857142856,6,13.083333333333334,147.8,160.0,0,1,0,20,0,0,1,17,1,0,7,11,8,12,1,1,9500,0.8571428571428571,0.75,153.9,17-20,Enrolled
0,7.399999999999999,0,6.874999999999999,150.0,150.0,0,0,1,26,0,0,40,7,1,0,3,3,6,0,1,1,9085,0.0,0.0,150.0,26-30,Dropout
7,13.058571428571428,7,13.058571428571428,100.0,102.5,1,1,0,19,0,0,1,42,1,1,8,8,8,8,1,1,9500,0.875,0.875,101.25,17-20,Graduate
7,14.3,8,14.055555555555555,155.6,150.0,0,1,0,19,0,0,1,1,1,0,7,7,8,9,1,1,9500,1.0,1.0,152.8,17-20,Graduate
5,11.8,8,12.0,117.4,124.0,0,1,0,19,0,0,1,43,1,0,10,15,10,14,1,3,9147,0.5,0.8,120.7,17-20,Graduate
3,10.333333333333334,3,13.0,128.8,141.0,0,1,0,19,0,0,1,5,1,1,5,9,5,8,1,3,9085,0.6,0.6,134.9,17-20,Enrolled
6,10.571428571428571,3,11.666666666666666,117.5,121.0,0,1,0,18,0,0,1,1,1,1,6,7,6,11,1,1,9254,1.0,0.5,119.25,17-20,Graduate
6,13.333333333333334,6,13.333333333333334,120.4,134.0,0,1,0,19,0,0,6,43,1,1,7,7,7,7,1,1,9500,0.8571428571428571,0.8571428571428571,127.2,17-20,Graduate
6,11.857142857142858,5,11.0,130.9,134.0,0,1,1,18,0,0,1,1,1,0,6,10,6,9,1,1,9238,1.0,0.8333333333333334,132.45,17-20,Graduate
5,12.6,5,11.4,125.0,132.0,0,1,0,18,0,0,1,1,1,1,6,9,6,8,1,1,9853,0.8333333333333334,0.8333333333333334,128.5,17-20,Enrolled
